#BeginHeader,57
#FormatType,NR-500\NORMAL
#FormatVersion,R4.00.00
タイトル,
ユニット番号,MASTER,UNIT1,UNIT2,UNIT3,UNIT4,UNIT5,UNIT6,UNIT7,UNIT8
2021/11/17 14:04:42,090000,0.493,0.117,0.498,-0.003,203.75,570.60,556.45,-0.001
2021/11/17 14:04:42,100000,0.494,0.121,0.503,0.003,203.75,570.60,556.45,-0.001
2021/11/17 14:04:42,110000,0.504,0.127,0.496,0.007,203.75,570.60,556.45,-0.001
2021/11/17 14:04:42,120000,0.493,0.123,0.499,0.000,203.75,570.60,556.45,-0.001
2021/11/17 14:04:42,130000,0.492,0.110,0.498,0.000,203.75,570.60,556.45,-0.001
2021/11/17 14:04:42,140000,0.493,0.133,0.497,0.000,203.75,570.60,556.45,-0.001
2021/11/17 14:04:42,150000,0.495,0.129,0.497,0.003,203.75,570.60,556.45,-0.001
2021/11/17 14:04:42,160000,0.507,0.146,0.495,0.007,203.75,570.60,556.45,-0.001
2021/11/17 14:04:42,170000,0.498,0.127,0.497,0.000,203.75,570.60,556.45,-0.001
2021/11/17 14:04:42,180000,0.493,0.129,0.506,0.000,203.75,570.60,556.45,-0.001
2021/11/17 14:04:42,190000,0.502,0.131,0.499,0.023,174.25,570.15,556.65,-0.001
2021/11/17 14:04:42,200000,0.503,0.131,0.499,0.007,174.25,570.15,556.65,-0.001
2021/11/17 14:04:42,210000,0.493,0.117,0.508,0.000,174.25,570.15,556.65,-0.001
2021/11/17 14:04:42,220000,0.500,0.125,0.496,0.017,174.25,570.15,556.65,-0.001
2021/11/17 14:04:42,230000,0.497,0.135,0.500,0.007,174.25,570.15,556.65,-0.001
2021/11/17 14:04:42,240000,0.496,0.130,0.492,0.010,174.25,570.15,556.65,-0.001
2021/11/17 14:04:42,250000,0.495,0.121,0.499,0.013,174.25,570.15,556.65,-0.001
2021/11/17 14:04:42,260000,0.493,0.122,0.498,0.000,174.25,570.15,556.65,-0.001
2021/11/17 14:04:42,270000,0.490,0.130,0.497,0.007,174.25,570.15,556.65,-0.001
2021/11/17 14:04:42,280000,0.498,0.122,0.502,0.000,174.25,570.15,556.65,-0.001
2021/11/17 14:04:42,290000,0.493,0.124,0.496,0.003,142.95,569.70,557.00,-0.001
2021/11/17 14:04:42,300000,0.503,0.120,0.506,0.000,142.95,569.70,557.00,-0.001
2021/11/17 14:04:42,310000,0.493,0.121,0.495,0.003,142.95,569.70,557.00,-0.001
2021/11/17 14:04:42,320000,0.495,0.119,0.502,0.003,142.95,569.70,557.00,-0.001
2021/11/17 14:04:42,330000,0.503,0.122,0.495,0.003,142.95,569.70,557.00,-0.001
2021/11/17 14:04:42,340000,0.500,0.124,0.496,0.003,142.95,569.70,557.00,-0.001
2021/11/17 14:04:42,350000,0.498,0.125,0.496,0.010,142.95,569.70,557.00,-0.001
2021/11/17 14:04:42,360000,0.497,0.127,0.498,0.020,142.95,569.70,557.00,-0.001
2021/11/17 14:04:42,370000,0.500,0.119,0.502,0.033,142.95,569.70,557.00,-0.001
2021/11/17 14:04:42,380000,0.491,0.118,0.498,0.037,142.95,569.70,557.00,-0.001
2021/11/17 14:04:42,390000,0.491,0.131,0.496,0.020,133.55,569.10,557.20,-0.001
2021/11/17 14:04:42,400000,0.492,0.130,0.499,0.010,133.55,569.10,557.20,-0.001
2021/11/17 14:04:42,410000,0.503,0.130,0.502,0.010,133.55,569.10,557.20,-0.001
2021/11/17 14:04:42,420000,0.501,0.123,0.496,0.003,133.55,569.10,557.20,-0.001
2021/11/17 14:04:42,430000,0.494,0.130,0.502,0.000,133.55,569.10,557.20,-0.001
2021/11/17 14:04:42,440000,0.495,0.119,0.504,0.000,133.55,569.10,557.20,-0.001
2021/11/17 14:04:42,450000,0.500,0.133,0.506,0.000,133.55,569.10,557.20,-0.001
2021/11/17 14:04:42,460000,0.500,0.120,0.498,0.003,133.55,569.10,557.20,-0.001
2021/11/17 14:04:42,470000,0.492,0.120,0.497,0.003,133.55,569.10,557.20,-0.001
2021/11/17 14:04:42,480000,0.496,0.114,0.504,0.003,133.55,569.10,557.20,-0.001
2021/11/17 14:04:42,490000,0.503,0.130,0.499,0.003,141.15,568.40,557.05,-0.001
2021/11/17 14:04:42,500000,0.495,0.135,0.498,0.007,141.15,568.40,557.05,-0.001
2021/11/17 14:04:42,510000,0.491,0.131,0.496,0.000,141.15,568.40,557.05,-0.001
2021/11/17 14:04:42,520000,0.494,0.130,0.495,0.000,141.15,568.40,557.05,-0.001
2021/11/17 14:04:42,530000,0.495,0.129,0.496,0.000,141.15,568.40,557.05,-0.001
2021/11/17 14:04:42,540000,0.495,0.133,0.495,0.000,141.15,568.40,557.05,-0.001
2021/11/17 14:04:42,550000,0.498,0.117,0.500,0.007,141.15,568.40,557.05,-0.001
2021/11/17 14:04:42,560000,0.497,0.119,0.501,0.000,141.15,568.40,557.05,-0.001
2021/11/17 14:04:42,570000,0.493,0.133,0.508,0.007,141.15,568.40,557.05,-0.001
2021/11/17 14:04:42,580000,0.494,0.131,0.497,0.000,141.15,568.40,557.05,-0.001
2021/11/17 14:04:42,590000,0.494,0.121,0.501,0.000,161.35,567.45,556.60,-0.001
2021/11/17 14:04:42,600000,0.492,0.117,0.496,0.007,161.35,567.45,556.60,-0.001
2021/11/17 14:04:42,610000,0.495,0.123,0.500,0.000,161.35,567.45,556.60,-0.001
2021/11/17 14:04:42,620000,0.493,0.123,0.498,0.007,161.35,567.45,556.60,-0.001
2021/11/17 14:04:42,630000,0.492,0.124,0.498,0.003,161.35,567.45,556.60,-0.001
2021/11/17 14:04:42,640000,0.495,0.130,0.500,-0.003,161.35,567.45,556.60,-0.001
2021/11/17 14:04:42,650000,0.492,0.128,0.495,0.000,161.35,567.45,556.60,-0.001
2021/11/17 14:04:42,660000,0.495,0.133,0.496,0.007,161.35,567.45,556.60,-0.001
2021/11/17 14:04:42,670000,0.492,0.120,0.495,0.003,161.35,567.45,556.60,-0.001
2021/11/17 14:04:42,680000,0.495,0.124,0.503,0.003,161.35,567.45,556.60,-0.001
2021/11/17 14:04:42,690000,0.493,0.120,0.507,0.000,179.10,566.25,556.05,-0.001
2021/11/17 14:04:42,700000,0.495,0.117,0.500,0.003,179.10,566.25,556.05,-0.001
2021/11/17 14:04:42,710000,0.495,0.115,0.496,0.000,179.10,566.25,556.05,-0.001
2021/11/17 14:04:42,720000,0.496,0.125,0.498,0.000,179.10,566.25,556.05,-0.001
2021/11/17 14:04:42,730000,0.510,0.125,0.505,0.007,179.10,566.25,556.05,-0.001
2021/11/17 14:04:42,740000,0.505,0.131,0.497,0.000,179.10,566.25,556.05,-0.001
2021/11/17 14:04:42,750000,0.498,0.120,0.498,0.007,179.10,566.25,556.05,-0.001
2021/11/17 14:04:42,760000,0.493,0.127,0.501,0.000,179.10,566.25,556.05,-0.001
2021/11/17 14:04:42,770000,0.503,0.115,0.495,0.007,179.10,566.25,556.05,-0.001
2021/11/17 14:04:42,780000,0.496,0.125,0.496,0.003,179.10,566.25,556.05,-0.001
2021/11/17 14:04:42,790000,0.495,0.119,0.495,0.003,157.65,564.85,555.80,-0.001
2021/11/17 14:04:42,800000,0.490,0.130,0.496,0.007,157.65,564.85,555.80,-0.001
2021/11/17 14:04:42,810000,0.490,0.117,0.505,0.007,157.65,564.85,555.80,-0.001
2021/11/17 14:04:42,820000,0.500,0.120,0.502,0.003,157.65,564.85,555.80,-0.001
2021/11/17 14:04:42,830000,0.498,0.124,0.499,0.000,157.65,564.85,555.80,-0.001
2021/11/17 14:04:42,840000,0.503,0.118,0.498,0.000,157.65,564.85,555.80,-0.001
2021/11/17 14:04:42,850000,0.500,0.119,0.500,0.000,157.65,564.85,555.80,-0.001
2021/11/17 14:04:42,860000,0.495,0.140,0.496,0.003,157.65,564.85,555.80,-0.001
2021/11/17 14:04:42,870000,0.498,0.120,0.505,0.000,157.65,564.85,555.80,-0.001
2021/11/17 14:04:42,880000,0.498,0.125,0.500,-0.003,157.65,564.85,555.80,-0.001
2021/11/17 14:04:42,890000,0.494,0.129,0.504,0.000,159.80,563.35,555.30,-0.001
2021/11/17 14:04:42,900000,0.500,0.117,0.507,0.003,159.80,563.35,555.30,-0.001
2021/11/17 14:04:42,910000,0.492,0.123,0.498,0.003,159.80,563.35,555.30,-0.001
2021/11/17 14:04:42,920000,0.495,0.117,0.494,0.000,159.80,563.35,555.30,-0.001
2021/11/17 14:04:42,930000,0.495,0.129,0.498,0.000,159.80,563.35,555.30,-0.001
2021/11/17 14:04:42,940000,0.498,0.120,0.492,0.000,159.80,563.35,555.30,-0.001
2021/11/17 14:04:42,950000,0.493,0.133,0.499,-0.007,159.80,563.35,555.30,-0.001
2021/11/17 14:04:42,960000,0.500,0.120,0.507,0.003,159.80,563.35,555.30,-0.001
2021/11/17 14:04:42,970000,0.496,0.123,0.498,0.007,159.80,563.35,555.30,-0.001
2021/11/17 14:04:42,980000,0.496,0.140,0.503,0.000,159.80,563.35,555.30,-0.001
2021/11/17 14:04:42,990000,0.493,0.123,0.502,0.003,175.00,561.85,554.65,-0.001
2021/11/17 14:04:43,000000,0.498,0.125,0.496,0.003,175.00,561.85,554.65,-0.001
2021/11/17 14:04:43,010000,0.493,0.120,0.498,0.007,175.00,561.85,554.65,-0.001
2021/11/17 14:04:43,020000,0.493,0.127,0.497,0.000,175.00,561.85,554.65,-0.001
2021/11/17 14:04:43,030000,0.492,0.122,0.500,0.000,175.00,561.85,554.65,-0.001
2021/11/17 14:04:43,040000,0.495,0.127,0.493,0.007,175.00,561.85,554.65,-0.001
2021/11/17 14:04:43,050000,0.494,0.115,0.500,0.003,175.00,561.85,554.65,-0.001
2021/11/17 14:04:43,060000,0.497,0.114,0.495,0.007,175.00,561.85,554.65,-0.001
2021/11/17 14:04:43,070000,0.495,0.121,0.500,0.003,175.00,561.85,554.65,-0.001
2021/11/17 14:04:43,080000,0.492,0.120,0.492,0.007,175.00,561.85,554.65,-0.001
2021/11/17 14:04:43,090000,0.501,0.114,0.499,0.007,188.05,560.15,553.95,-0.001
2021/11/17 14:04:43,100000,0.491,0.121,0.499,0.000,188.05,560.15,553.95,-0.001
2021/11/17 14:04:43,110000,0.492,0.130,0.493,0.000,188.05,560.15,553.95,-0.001
2021/11/17 14:04:43,120000,0.505,0.125,0.494,0.003,188.05,560.15,553.95,-0.001
2021/11/17 14:04:43,130000,0.495,0.125,0.505,-0.003,188.05,560.15,553.95,-0.001
2021/11/17 14:04:43,140000,0.494,0.115,0.497,0.000,188.05,560.15,553.95,-0.001
2021/11/17 14:04:43,150000,0.496,0.125,0.493,0.007,188.05,560.15,553.95,-0.001
2021/11/17 14:04:43,160000,0.493,0.112,0.501,0.003,188.05,560.15,553.95,-0.001
2021/11/17 14:04:43,170000,0.495,0.135,0.503,0.003,188.05,560.15,553.95,-0.001
2021/11/17 14:04:43,180000,0.491,0.117,0.504,0.000,188.05,560.15,553.95,-0.001
2021/11/17 14:04:43,190000,0.505,0.120,0.496,0.000,198.45,558.25,553.20,-0.001
2021/11/17 14:04:43,200000,0.497,0.130,0.502,0.007,198.45,558.25,553.20,-0.001
2021/11/17 14:04:43,210000,0.493,0.115,0.499,0.003,198.45,558.25,553.20,-0.001
2021/11/17 14:04:43,220000,0.492,0.123,0.500,0.000,198.45,558.25,553.20,-0.001
2021/11/17 14:04:43,230000,0.498,0.120,0.495,0.000,198.45,558.25,553.20,-0.001
2021/11/17 14:04:43,240000,0.495,0.118,0.497,0.007,198.45,558.25,553.20,-0.001
2021/11/17 14:04:43,250000,0.493,0.125,0.498,0.000,198.45,558.25,553.20,-0.001
2021/11/17 14:04:43,260000,0.495,0.118,0.499,0.003,198.45,558.25,553.20,-0.001
2021/11/17 14:04:43,270000,0.500,0.126,0.495,0.000,198.45,558.25,553.20,-0.001
2021/11/17 14:04:43,280000,0.492,0.125,0.497,0.003,198.45,558.25,553.20,-0.001
2021/11/17 14:04:43,290000,0.503,0.122,0.498,0.010,207.20,556.25,552.40,-0.001
2021/11/17 14:04:43,300000,0.495,0.121,0.498,0.023,207.20,556.25,552.40,-0.001
2021/11/17 14:04:43,310000,0.494,0.123,0.497,0.013,207.20,556.25,552.40,-0.001
2021/11/17 14:04:43,320000,0.497,0.121,0.499,0.003,207.20,556.25,552.40,-0.001
2021/11/17 14:04:43,330000,0.495,0.115,0.505,0.007,207.20,556.25,552.40,-0.001
2021/11/17 14:04:43,340000,0.496,0.131,0.494,0.003,207.20,556.25,552.40,-0.001
2021/11/17 14:04:43,350000,0.500,0.115,0.496,0.000,207.20,556.25,552.40,-0.001
2021/11/17 14:04:43,360000,0.493,0.117,0.494,0.003,207.20,556.25,552.40,-0.001
2021/11/17 14:04:43,370000,0.498,0.119,0.498,0.007,207.20,556.25,552.40,-0.001
2021/11/17 14:04:43,380000,0.493,0.120,0.496,0.000,207.20,556.25,552.40,-0.001
2021/11/17 14:04:43,390000,0.495,0.120,0.498,0.003,214.35,554.10,551.60,-0.001
2021/11/17 14:04:43,400000,0.491,0.120,0.495,-0.003,214.35,554.10,551.60,-0.001
2021/11/17 14:04:43,410000,0.498,0.121,0.497,0.000,214.35,554.10,551.60,-0.001
2021/11/17 14:04:43,420000,0.494,0.120,0.499,0.007,214.35,554.10,551.60,-0.001
2021/11/17 14:04:43,430000,0.491,0.115,0.502,0.003,214.35,554.10,551.60,-0.001
2021/11/17 14:04:43,440000,0.492,0.123,0.497,0.003,214.35,554.10,551.60,-0.001
2021/11/17 14:04:43,450000,0.502,0.115,0.502,0.003,214.35,554.10,551.60,-0.001
2021/11/17 14:04:43,460000,0.490,0.125,0.493,-0.003,214.35,554.10,551.60,-0.001
2021/11/17 14:04:43,470000,0.495,0.129,0.495,0.000,214.35,554.10,551.60,-0.001
2021/11/17 14:04:43,480000,0.491,0.120,0.502,0.000,214.35,554.10,551.60,-0.001
2021/11/17 14:04:43,490000,0.491,0.114,0.498,0.007,220.75,551.90,549.90,-0.001
2021/11/17 14:04:43,500000,0.495,0.120,0.500,0.000,220.75,551.90,549.90,-0.001
2021/11/17 14:04:43,510000,0.495,0.121,0.505,0.000,220.75,551.90,549.90,-0.001
2021/11/17 14:04:43,520000,0.490,0.120,0.495,0.003,220.75,551.90,549.90,-0.001
2021/11/17 14:04:43,530000,0.503,0.120,0.497,0.007,220.75,551.90,549.90,-0.001
2021/11/17 14:04:43,540000,0.495,0.121,0.499,0.003,220.75,551.90,549.90,-0.001
2021/11/17 14:04:43,550000,0.501,0.120,0.500,0.000,220.75,551.90,549.90,-0.001
2021/11/17 14:04:43,560000,0.505,0.125,0.497,0.000,220.75,551.90,549.90,-0.001
2021/11/17 14:04:43,570000,0.495,0.135,0.500,0.003,220.75,551.90,549.90,-0.001
2021/11/17 14:04:43,580000,0.499,0.123,0.505,0.003,220.75,551.90,549.90,-0.001
2021/11/17 14:04:43,590000,0.500,0.129,0.497,0.000,226.70,549.60,548.30,-0.001
2021/11/17 14:04:43,600000,0.494,0.121,0.498,0.000,226.70,549.60,548.30,-0.001
2021/11/17 14:04:43,610000,0.497,0.115,0.499,0.003,226.70,549.60,548.30,-0.001
2021/11/17 14:04:43,620000,0.502,0.119,0.508,0.000,226.70,549.60,548.30,-0.001
2021/11/17 14:04:43,630000,0.495,0.125,0.498,0.007,226.70,549.60,548.30,-0.001
2021/11/17 14:04:43,640000,0.489,0.131,0.497,0.000,226.70,549.60,548.30,-0.001
2021/11/17 14:04:43,650000,0.503,0.106,0.500,0.013,226.70,549.60,548.30,-0.001
2021/11/17 14:04:43,660000,0.498,0.119,0.496,0.007,226.70,549.60,548.30,-0.001
2021/11/17 14:04:43,670000,0.500,0.117,0.496,0.007,226.70,549.60,548.30,-0.001
2021/11/17 14:04:43,680000,0.500,0.119,0.502,0.013,226.70,549.60,548.30,-0.001
2021/11/17 14:04:43,690000,0.503,0.118,0.502,0.010,231.40,547.15,547.40,-0.001
2021/11/17 14:04:43,700000,0.491,0.121,0.497,0.003,231.40,547.15,547.40,-0.001
2021/11/17 14:04:43,710000,0.497,0.120,0.495,0.000,231.40,547.15,547.40,-0.001
2021/11/17 14:04:43,720000,0.497,0.117,0.499,0.007,231.40,547.15,547.40,-0.001
2021/11/17 14:04:43,730000,0.495,0.119,0.495,0.000,231.40,547.15,547.40,-0.001
2021/11/17 14:04:43,740000,0.498,0.130,0.494,0.000,231.40,547.15,547.40,-0.001
2021/11/17 14:04:43,750000,0.496,0.121,0.495,0.000,231.40,547.15,547.40,-0.001
2021/11/17 14:04:43,760000,0.500,0.120,0.507,0.003,231.40,547.15,547.40,-0.001
2021/11/17 14:04:43,770000,0.488,0.113,0.499,0.003,231.40,547.15,547.40,-0.001
2021/11/17 14:04:43,780000,0.497,0.117,0.497,0.000,231.40,547.15,547.40,-0.001
2021/11/17 14:04:43,790000,0.493,0.140,0.493,0.000,235.90,544.70,546.50,-0.001
2021/11/17 14:04:43,800000,0.497,0.121,0.504,0.000,235.90,544.70,546.50,-0.001
2021/11/17 14:04:43,810000,0.488,0.120,0.498,0.000,235.90,544.70,546.50,-0.001
2021/11/17 14:04:43,820000,0.494,0.128,0.506,0.003,235.90,544.70,546.50,-0.001
2021/11/17 14:04:43,830000,0.498,0.113,0.503,0.000,235.90,544.70,546.50,-0.001
2021/11/17 14:04:43,840000,0.493,0.121,0.508,0.003,235.90,544.70,546.50,-0.001
2021/11/17 14:04:43,850000,0.494,0.125,0.499,0.010,235.90,544.70,546.50,-0.001
2021/11/17 14:04:43,860000,0.498,0.117,0.497,0.010,235.90,544.70,546.50,-0.001
2021/11/17 14:04:43,870000,0.494,0.133,0.496,0.020,235.90,544.70,546.50,-0.001
2021/11/17 14:04:43,880000,0.490,0.123,0.496,0.010,235.90,544.70,546.50,-0.001
2021/11/17 14:04:43,890000,0.495,0.121,0.494,0.013,239.95,542.10,545.55,-0.001
2021/11/17 14:04:43,900000,0.492,0.115,0.498,0.010,239.95,542.10,545.55,-0.001
2021/11/17 14:04:43,910000,0.495,0.115,0.496,0.000,239.95,542.10,545.55,-0.001
2021/11/17 14:04:43,920000,0.498,0.112,0.504,0.003,239.95,542.10,545.55,-0.001
2021/11/17 14:04:43,930000,0.502,0.126,0.493,0.003,239.95,542.10,545.55,-0.001
2021/11/17 14:04:43,940000,0.495,0.120,0.493,0.003,239.95,542.10,545.55,-0.001
2021/11/17 14:04:43,950000,0.494,0.119,0.506,0.007,239.95,542.10,545.55,-0.001
2021/11/17 14:04:43,960000,0.500,0.115,0.502,0.007,239.95,542.10,545.55,-0.001
2021/11/17 14:04:43,970000,0.496,0.128,0.499,0.007,239.95,542.10,545.55,-0.001
2021/11/17 14:04:43,980000,0.498,0.113,0.501,0.003,239.95,542.10,545.55,-0.001
2021/11/17 14:04:43,990000,0.498,0.116,0.499,0.003,243.15,539.50,544.60,-0.001
2021/11/17 14:04:44,000000,0.493,0.117,0.496,0.003,243.15,539.50,544.60,-0.001
2021/11/17 14:04:44,010000,0.494,0.117,0.497,0.000,243.15,539.50,544.60,-0.001
2021/11/17 14:04:44,020000,0.493,0.117,0.495,0.003,243.15,539.50,544.60,-0.001
2021/11/17 14:04:44,030000,0.494,0.120,0.500,0.003,243.15,539.50,544.60,-0.001
2021/11/17 14:04:44,040000,0.494,0.134,0.499,0.007,243.15,539.50,544.60,-0.001
2021/11/17 14:04:44,050000,0.497,0.122,0.495,0.000,243.15,539.50,544.60,-0.001
2021/11/17 14:04:44,060000,0.493,0.111,0.501,0.000,243.15,539.50,544.60,-0.001
2021/11/17 14:04:44,070000,0.494,0.126,0.503,-0.003,243.15,539.50,544.60,-0.001
2021/11/17 14:04:44,080000,0.501,0.120,0.496,0.003,243.15,539.50,544.60,-0.001
2021/11/17 14:04:44,090000,0.492,0.125,0.493,0.000,234.05,536.80,543.60,-0.001
2021/11/17 14:04:44,100000,0.498,0.120,0.498,0.003,234.05,536.80,543.60,-0.001
2021/11/17 14:04:44,110000,0.500,0.125,0.495,0.003,234.05,536.80,543.60,-0.001
2021/11/17 14:04:44,120000,0.498,0.125,0.494,0.000,234.05,536.80,543.60,-0.001
2021/11/17 14:04:44,130000,0.501,0.125,0.497,0.000,234.05,536.80,543.60,-0.001
2021/11/17 14:04:44,140000,0.492,0.129,0.498,-0.003,234.05,536.80,543.60,-0.001
2021/11/17 14:04:44,150000,0.492,0.116,0.497,0.000,234.05,536.80,543.60,-0.001
2021/11/17 14:04:44,160000,0.490,0.119,0.494,0.000,234.05,536.80,543.60,-0.001
2021/11/17 14:04:44,170000,0.491,0.123,0.493,0.007,234.05,536.80,543.60,-0.001
2021/11/17 14:04:44,180000,0.493,0.118,0.495,0.007,234.05,536.80,543.60,-0.001
2021/11/17 14:04:44,190000,0.490,0.123,0.497,0.003,229.75,534.10,542.55,-0.002
2021/11/17 14:04:44,200000,0.491,0.121,0.505,0.003,229.75,534.10,542.55,-0.002
2021/11/17 14:04:44,210000,0.495,0.130,0.491,0.003,229.75,534.10,542.55,-0.002
2021/11/17 14:04:44,220000,0.495,0.125,0.501,0.007,229.75,534.10,542.55,-0.002
2021/11/17 14:04:44,230000,0.502,0.120,0.496,0.000,229.75,534.10,542.55,-0.002
2021/11/17 14:04:44,240000,0.497,0.110,0.495,0.007,229.75,534.10,542.55,-0.002
2021/11/17 14:04:44,250000,0.500,0.118,0.495,0.003,229.75,534.10,542.55,-0.002
2021/11/17 14:04:44,260000,0.492,0.123,0.495,0.003,229.75,534.10,542.55,-0.002
2021/11/17 14:04:44,270000,0.493,0.114,0.496,0.003,229.75,534.10,542.55,-0.002
2021/11/17 14:04:44,280000,0.492,0.123,0.500,0.000,229.75,534.10,542.55,-0.002
2021/11/17 14:04:44,290000,0.495,0.117,0.496,0.003,233.40,531.45,541.50,-0.002
2021/11/17 14:04:44,300000,0.490,0.129,0.504,-0.003,233.40,531.45,541.50,-0.002
2021/11/17 14:04:44,310000,0.494,0.127,0.500,0.000,233.40,531.45,541.50,-0.002
2021/11/17 14:04:44,320000,0.497,0.117,0.495,0.000,233.40,531.45,541.50,-0.002
2021/11/17 14:04:44,330000,0.496,0.120,0.508,0.003,233.40,531.45,541.50,-0.002
2021/11/17 14:04:44,340000,0.494,0.125,0.505,0.000,233.40,531.45,541.50,-0.002
2021/11/17 14:04:44,350000,0.493,0.120,0.496,0.007,233.40,531.45,541.50,-0.002
2021/11/17 14:04:44,360000,0.491,0.123,0.500,0.003,233.40,531.45,541.50,-0.002
2021/11/17 14:04:44,370000,0.499,0.115,0.496,0.003,233.40,531.45,541.50,-0.002
2021/11/17 14:04:44,380000,0.495,0.114,0.504,0.007,233.40,531.45,541.50,-0.002
2021/11/17 14:04:44,390000,0.494,0.117,0.499,0.003,236.75,528.75,540.45,-0.001
2021/11/17 14:04:44,400000,0.490,0.120,0.497,0.000,236.75,528.75,540.45,-0.001
2021/11/17 14:04:44,410000,0.493,0.125,0.496,0.003,236.75,528.75,540.45,-0.001
2021/11/17 14:04:44,420000,0.502,0.121,0.493,0.003,236.75,528.75,540.45,-0.001
2021/11/17 14:04:44,430000,0.498,0.123,0.499,0.007,236.75,528.75,540.45,-0.001
2021/11/17 14:04:44,440000,0.495,0.120,0.498,0.000,236.75,528.75,540.45,-0.001
2021/11/17 14:04:44,450000,0.498,0.120,0.498,0.013,236.75,528.75,540.45,-0.001
2021/11/17 14:04:44,460000,0.497,0.121,0.495,0.007,236.75,528.75,540.45,-0.001
2021/11/17 14:04:44,470000,0.498,0.123,0.495,0.000,236.75,528.75,540.45,-0.001
2021/11/17 14:04:44,480000,0.494,0.120,0.493,0.003,236.75,528.75,540.45,-0.001
2021/11/17 14:04:44,490000,0.496,0.117,0.494,-0.007,239.70,526.00,539.35,-0.002
2021/11/17 14:04:44,500000,0.503,0.130,0.496,0.000,239.70,526.00,539.35,-0.002
2021/11/17 14:04:44,510000,0.498,0.125,0.497,0.000,239.70,526.00,539.35,-0.002
2021/11/17 14:04:44,520000,0.502,0.122,0.499,0.000,239.70,526.00,539.35,-0.002
2021/11/17 14:04:44,530000,0.495,0.117,0.500,0.003,239.70,526.00,539.35,-0.002
2021/11/17 14:04:44,540000,0.495,0.136,0.492,0.003,239.70,526.00,539.35,-0.002
2021/11/17 14:04:44,550000,0.493,0.125,0.492,0.007,239.70,526.00,539.35,-0.002
2021/11/17 14:04:44,560000,0.495,0.130,0.492,0.003,239.70,526.00,539.35,-0.002
2021/11/17 14:04:44,570000,0.499,0.116,0.496,0.000,239.70,526.00,539.35,-0.002
2021/11/17 14:04:44,580000,0.499,0.116,0.508,0.003,239.70,526.00,539.35,-0.002
2021/11/17 14:04:44,590000,0.496,0.122,0.500,0.003,242.15,523.25,537.70,-0.001
2021/11/17 14:04:44,600000,0.490,0.127,0.493,0.000,242.15,523.25,537.70,-0.001
2021/11/17 14:04:44,610000,0.500,0.119,0.500,0.007,242.15,523.25,537.70,-0.001
2021/11/17 14:04:44,620000,0.495,0.136,0.497,0.007,242.15,523.25,537.70,-0.001
2021/11/17 14:04:44,630000,0.503,0.126,0.502,0.017,242.15,523.25,537.70,-0.001
2021/11/17 14:04:44,640000,0.501,0.120,0.494,0.013,242.15,523.25,537.70,-0.001
2021/11/17 14:04:44,650000,0.503,0.117,0.496,0.013,242.15,523.25,537.70,-0.001
2021/11/17 14:04:44,660000,0.497,0.121,0.495,0.010,242.15,523.25,537.70,-0.001
2021/11/17 14:04:44,670000,0.502,0.114,0.495,-0.007,242.15,523.25,537.70,-0.001
2021/11/17 14:04:44,680000,0.491,0.115,0.495,0.000,242.15,523.25,537.70,-0.001
2021/11/17 14:04:44,690000,0.495,0.119,0.496,0.000,244.10,520.50,536.00,-0.002
2021/11/17 14:04:44,700000,0.493,0.121,0.498,0.003,244.10,520.50,536.00,-0.002
2021/11/17 14:04:44,710000,0.505,0.126,0.500,0.003,244.10,520.50,536.00,-0.002
2021/11/17 14:04:44,720000,0.500,0.126,0.499,0.000,244.10,520.50,536.00,-0.002
2021/11/17 14:04:44,730000,0.500,0.115,0.499,0.000,244.10,520.50,536.00,-0.002
2021/11/17 14:04:44,740000,0.495,0.125,0.497,0.007,244.10,520.50,536.00,-0.002
2021/11/17 14:04:44,750000,0.493,0.122,0.496,0.003,244.10,520.50,536.00,-0.002
2021/11/17 14:04:44,760000,0.495,0.123,0.501,0.003,244.10,520.50,536.00,-0.002
2021/11/17 14:04:44,770000,0.497,0.125,0.493,0.000,244.10,520.50,536.00,-0.002
2021/11/17 14:04:44,780000,0.498,0.119,0.498,0.000,244.10,520.50,536.00,-0.002
2021/11/17 14:04:44,790000,0.492,0.115,0.498,0.003,245.50,517.80,534.80,-0.002
2021/11/17 14:04:44,800000,0.495,0.118,0.499,0.003,245.50,517.80,534.80,-0.002
2021/11/17 14:04:44,810000,0.492,0.121,0.498,0.000,245.50,517.80,534.80,-0.002
2021/11/17 14:04:44,820000,0.494,0.123,0.498,0.000,245.50,517.80,534.80,-0.002
2021/11/17 14:04:44,830000,0.493,0.133,0.497,0.000,245.50,517.80,534.80,-0.002
2021/11/17 14:04:44,840000,0.495,0.128,0.497,0.007,245.50,517.80,534.80,-0.002
2021/11/17 14:04:44,850000,0.503,0.114,0.498,0.020,245.50,517.80,534.80,-0.002
2021/11/17 14:04:44,860000,0.498,0.123,0.500,0.013,245.50,517.80,534.80,-0.002
2021/11/17 14:04:44,870000,0.499,0.117,0.499,0.007,245.50,517.80,534.80,-0.002
2021/11/17 14:04:44,880000,0.498,0.122,0.495,0.003,245.50,517.80,534.80,-0.002
2021/11/17 14:04:44,890000,0.502,0.120,0.506,0.007,246.85,515.10,531.80,-0.002
2021/11/17 14:04:44,900000,0.493,0.125,0.496,0.003,246.85,515.10,531.80,-0.002
2021/11/17 14:04:44,910000,0.497,0.120,0.500,0.000,246.85,515.10,531.80,-0.002
