#BeginHeader,57
#FormatType,NR-500\NORMAL
#FormatVersion,R4.00.00
タイトル,
ユニット番号,MASTER,UNIT1,UNIT2,UNIT3,UNIT4,UNIT5,UNIT6,UNIT7,UNIT8
2021/11/17 14:00:17,760000,0.514,0.112,0.511,0.013,165.10,252.70,298.05,-0.004
2021/11/17 14:00:17,770000,0.503,0.126,0.502,0.007,165.10,252.70,298.05,-0.004
2021/11/17 14:00:17,780000,0.503,0.127,0.502,0.003,165.10,252.70,298.05,-0.004
2021/11/17 14:00:17,790000,0.516,0.121,0.514,0.000,165.10,252.70,298.05,-0.004
2021/11/17 14:00:17,800000,0.503,0.114,0.507,0.003,165.10,252.70,298.05,-0.004
2021/11/17 14:00:17,810000,0.510,0.119,0.503,0.007,165.10,252.70,298.05,-0.004
2021/11/17 14:00:17,820000,0.497,0.123,0.504,-0.003,165.10,252.70,298.05,-0.004
2021/11/17 14:00:17,830000,0.497,0.119,0.512,0.007,165.10,252.70,298.05,-0.004
2021/11/17 14:00:17,840000,0.508,0.119,0.505,0.000,165.10,252.70,298.05,-0.004
2021/11/17 14:00:17,850000,0.505,0.108,0.511,0.010,165.10,252.70,298.05,-0.004
2021/11/17 14:00:17,860000,0.501,0.111,0.511,0.000,165.10,252.70,298.05,-0.004
2021/11/17 14:00:17,870000,0.507,0.120,0.506,0.000,165.10,252.70,298.05,-0.004
2021/11/17 14:00:17,880000,0.513,0.120,0.505,0.000,165.10,252.70,298.05,-0.004
2021/11/17 14:00:17,890000,0.505,0.112,0.505,0.007,165.10,252.70,298.05,-0.004
2021/11/17 14:00:17,900000,0.505,0.123,0.508,-0.003,165.10,252.70,298.05,-0.004
2021/11/17 14:00:17,910000,0.511,0.130,0.508,0.003,165.10,252.70,298.05,-0.004
2021/11/17 14:00:17,920000,0.499,0.118,0.505,0.007,165.10,252.70,298.05,-0.004
2021/11/17 14:00:17,930000,0.504,0.110,0.513,0.003,165.10,252.70,298.05,-0.004
2021/11/17 14:00:17,940000,0.511,0.120,0.506,0.000,165.10,252.70,298.05,-0.004
2021/11/17 14:00:17,950000,0.501,0.130,0.504,0.000,165.10,252.70,298.05,-0.004
2021/11/17 14:00:17,960000,0.500,0.117,0.503,-0.003,165.10,252.70,298.05,-0.004
2021/11/17 14:00:17,970000,0.503,0.119,0.505,-0.003,165.10,252.70,298.05,-0.004
2021/11/17 14:00:17,980000,0.498,0.120,0.508,0.003,165.10,252.70,298.05,-0.004
2021/11/17 14:00:17,990000,0.503,0.115,0.504,0.003,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,000000,0.504,0.123,0.514,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,010000,0.509,0.122,0.502,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,020000,0.503,0.125,0.510,0.003,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,030000,0.505,0.115,0.511,-0.003,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,040000,0.507,0.111,0.514,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,050000,0.502,0.120,0.506,0.003,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,060000,0.508,0.114,0.509,0.003,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,070000,0.506,0.114,0.509,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,080000,0.503,0.129,0.509,0.003,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,090000,0.501,0.114,0.508,0.003,165.10,252.70,298.05,-0.004
2021/11/17 14:00:18,100000,0.503,0.121,0.506,0.000,165.10,252.70,298.05,-0.004
2021/11/17 14:00:18,110000,0.506,0.121,0.504,0.000,165.10,252.70,298.05,-0.004
2021/11/17 14:00:18,120000,0.505,0.125,0.503,0.000,165.10,252.70,298.05,-0.004
2021/11/17 14:00:18,130000,0.498,0.120,0.502,0.003,165.10,252.70,298.05,-0.004
2021/11/17 14:00:18,140000,0.506,0.123,0.506,0.003,165.10,252.70,298.05,-0.004
2021/11/17 14:00:18,150000,0.504,0.119,0.504,0.000,165.10,252.70,298.05,-0.004
2021/11/17 14:00:18,160000,0.503,0.130,0.503,0.007,165.10,252.70,298.05,-0.004
2021/11/17 14:00:18,170000,0.504,0.117,0.508,0.000,165.10,252.70,298.05,-0.004
2021/11/17 14:00:18,180000,0.503,0.119,0.505,0.000,165.10,252.70,298.05,-0.004
2021/11/17 14:00:18,190000,0.504,0.125,0.505,0.003,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,200000,0.503,0.109,0.505,0.003,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,210000,0.501,0.118,0.507,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,220000,0.505,0.118,0.504,0.003,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,230000,0.504,0.129,0.503,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,240000,0.503,0.110,0.504,0.013,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,250000,0.511,0.119,0.502,0.007,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,260000,0.509,0.118,0.510,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,270000,0.505,0.111,0.506,-0.003,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,280000,0.500,0.116,0.506,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,290000,0.501,0.124,0.505,0.000,165.05,252.70,298.00,-0.004
2021/11/17 14:00:18,300000,0.513,0.109,0.515,0.003,165.05,252.70,298.00,-0.004
2021/11/17 14:00:18,310000,0.506,0.104,0.505,0.000,165.05,252.70,298.00,-0.004
2021/11/17 14:00:18,320000,0.501,0.119,0.504,0.003,165.05,252.70,298.00,-0.004
2021/11/17 14:00:18,330000,0.503,0.114,0.509,0.003,165.05,252.70,298.00,-0.004
2021/11/17 14:00:18,340000,0.509,0.123,0.513,0.003,165.05,252.70,298.00,-0.004
2021/11/17 14:00:18,350000,0.506,0.116,0.502,0.007,165.05,252.70,298.00,-0.004
2021/11/17 14:00:18,360000,0.510,0.117,0.505,0.013,165.05,252.70,298.00,-0.004
2021/11/17 14:00:18,370000,0.504,0.127,0.503,0.003,165.05,252.70,298.00,-0.004
2021/11/17 14:00:18,380000,0.503,0.121,0.505,0.003,165.05,252.70,298.00,-0.004
2021/11/17 14:00:18,390000,0.504,0.117,0.505,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,400000,0.503,0.111,0.505,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,410000,0.502,0.114,0.505,0.003,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,420000,0.508,0.117,0.508,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,430000,0.509,0.109,0.505,0.007,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,440000,0.500,0.121,0.508,0.007,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,450000,0.506,0.116,0.502,0.010,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,460000,0.506,0.129,0.508,0.003,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,470000,0.497,0.116,0.507,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,480000,0.500,0.117,0.509,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,490000,0.506,0.112,0.506,0.003,165.05,252.70,298.00,-0.004
2021/11/17 14:00:18,500000,0.504,0.111,0.508,0.003,165.05,252.70,298.00,-0.004
2021/11/17 14:00:18,510000,0.503,0.115,0.505,0.010,165.05,252.70,298.00,-0.004
2021/11/17 14:00:18,520000,0.509,0.121,0.508,0.013,165.05,252.70,298.00,-0.004
2021/11/17 14:00:18,530000,0.500,0.120,0.511,0.033,165.05,252.70,298.00,-0.004
2021/11/17 14:00:18,540000,0.516,0.115,0.508,0.023,165.05,252.70,298.00,-0.004
2021/11/17 14:00:18,550000,0.501,0.114,0.503,0.030,165.05,252.70,298.00,-0.004
2021/11/17 14:00:18,560000,0.510,0.115,0.508,0.013,165.05,252.70,298.00,-0.004
2021/11/17 14:00:18,570000,0.501,0.119,0.505,0.003,165.05,252.70,298.00,-0.004
2021/11/17 14:00:18,580000,0.503,0.117,0.510,0.007,165.05,252.70,298.00,-0.004
2021/11/17 14:00:18,590000,0.504,0.125,0.504,0.007,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,600000,0.507,0.114,0.513,0.013,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,610000,0.498,0.114,0.510,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,620000,0.502,0.114,0.515,0.003,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,630000,0.507,0.119,0.505,0.007,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,640000,0.505,0.119,0.503,0.007,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,650000,0.501,0.126,0.508,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,660000,0.503,0.110,0.515,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,670000,0.507,0.127,0.512,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,680000,0.511,0.121,0.503,0.003,165.05,252.70,298.05,-0.004
2021/11/17 14:00:18,690000,0.503,0.109,0.505,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,700000,0.507,0.130,0.509,0.007,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,710000,0.511,0.130,0.503,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,720000,0.498,0.111,0.508,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,730000,0.508,0.116,0.505,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,740000,0.500,0.125,0.504,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,750000,0.513,0.104,0.509,0.003,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,760000,0.505,0.125,0.505,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,770000,0.508,0.114,0.508,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,780000,0.508,0.120,0.508,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,790000,0.505,0.111,0.504,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,800000,0.505,0.114,0.504,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,810000,0.503,0.114,0.510,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,820000,0.500,0.120,0.504,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,830000,0.513,0.130,0.503,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,840000,0.509,0.135,0.509,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,850000,0.501,0.127,0.505,0.007,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,860000,0.500,0.117,0.507,0.007,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,870000,0.505,0.117,0.508,0.003,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,880000,0.500,0.115,0.504,0.003,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,890000,0.503,0.108,0.506,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,900000,0.510,0.123,0.508,0.013,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,910000,0.501,0.111,0.514,0.010,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,920000,0.504,0.119,0.505,0.023,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,930000,0.501,0.115,0.505,0.020,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,940000,0.509,0.117,0.507,0.030,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,950000,0.497,0.121,0.505,0.030,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,960000,0.513,0.108,0.505,0.003,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,970000,0.506,0.132,0.516,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,980000,0.503,0.115,0.502,0.007,165.05,252.70,298.05,-0.003
2021/11/17 14:00:18,990000,0.506,0.125,0.504,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:19,000000,0.503,0.118,0.511,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:19,010000,0.505,0.117,0.515,0.007,165.05,252.70,298.05,-0.004
2021/11/17 14:00:19,020000,0.504,0.117,0.512,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:19,030000,0.500,0.116,0.506,0.003,165.05,252.70,298.05,-0.004
2021/11/17 14:00:19,040000,0.508,0.120,0.505,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:19,050000,0.505,0.117,0.510,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:19,060000,0.506,0.120,0.507,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:19,070000,0.504,0.109,0.511,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:19,080000,0.505,0.115,0.503,-0.003,165.05,252.70,298.05,-0.004
2021/11/17 14:00:19,090000,0.502,0.114,0.506,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:19,100000,0.502,0.123,0.501,0.003,165.05,252.70,298.05,-0.004
2021/11/17 14:00:19,110000,0.506,0.131,0.505,0.003,165.05,252.70,298.05,-0.004
2021/11/17 14:00:19,120000,0.504,0.125,0.502,0.003,165.05,252.70,298.05,-0.004
2021/11/17 14:00:19,130000,0.500,0.139,0.508,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:19,140000,0.504,0.123,0.513,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:19,150000,0.502,0.118,0.511,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:19,160000,0.509,0.128,0.505,0.003,165.05,252.70,298.05,-0.004
2021/11/17 14:00:19,170000,0.511,0.112,0.505,0.007,165.05,252.70,298.05,-0.004
2021/11/17 14:00:19,180000,0.503,0.113,0.513,0.000,165.05,252.70,298.05,-0.004
2021/11/17 14:00:19,190000,0.504,0.120,0.510,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,200000,0.501,0.115,0.502,0.007,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,210000,0.503,0.122,0.507,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,220000,0.504,0.114,0.504,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,230000,0.502,0.114,0.517,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,240000,0.499,0.120,0.506,0.007,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,250000,0.501,0.121,0.505,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,260000,0.502,0.125,0.508,0.007,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,270000,0.503,0.110,0.515,0.007,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,280000,0.502,0.104,0.511,-0.003,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,290000,0.507,0.117,0.508,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,300000,0.504,0.114,0.513,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,310000,0.510,0.117,0.507,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,320000,0.501,0.118,0.507,0.007,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,330000,0.504,0.121,0.505,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,340000,0.504,0.111,0.506,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,350000,0.500,0.121,0.504,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,360000,0.508,0.115,0.511,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,370000,0.502,0.116,0.505,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,380000,0.503,0.115,0.512,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,390000,0.500,0.110,0.505,0.007,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,400000,0.500,0.116,0.510,0.007,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,410000,0.502,0.133,0.507,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,420000,0.499,0.125,0.513,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,430000,0.511,0.125,0.508,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,440000,0.507,0.118,0.514,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,450000,0.500,0.111,0.505,-0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,460000,0.500,0.117,0.508,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,470000,0.511,0.115,0.505,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,480000,0.507,0.127,0.507,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,490000,0.503,0.114,0.504,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,500000,0.502,0.119,0.505,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,510000,0.500,0.126,0.502,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,520000,0.501,0.106,0.509,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,530000,0.506,0.110,0.508,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,540000,0.505,0.130,0.508,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,550000,0.510,0.120,0.504,0.030,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,560000,0.508,0.112,0.505,0.023,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,570000,0.508,0.113,0.505,0.037,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,580000,0.513,0.110,0.513,0.007,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,590000,0.503,0.117,0.507,-0.007,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,600000,0.502,0.114,0.513,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,610000,0.505,0.110,0.508,0.003,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,620000,0.503,0.115,0.510,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,630000,0.507,0.135,0.513,0.003,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,640000,0.510,0.114,0.508,0.003,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,650000,0.503,0.120,0.508,-0.003,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,660000,0.503,0.114,0.509,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,670000,0.513,0.107,0.513,0.007,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,680000,0.506,0.121,0.505,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,690000,0.504,0.115,0.502,0.003,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,700000,0.503,0.110,0.505,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,710000,0.507,0.124,0.504,0.007,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,720000,0.498,0.132,0.504,0.017,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,730000,0.505,0.110,0.507,0.013,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,740000,0.501,0.115,0.506,0.007,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,750000,0.503,0.121,0.502,0.007,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,760000,0.498,0.113,0.503,0.007,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,770000,0.498,0.118,0.510,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,780000,0.501,0.112,0.506,-0.003,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,790000,0.505,0.123,0.505,0.003,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,800000,0.503,0.131,0.506,0.007,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,810000,0.501,0.130,0.512,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,820000,0.506,0.127,0.503,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,830000,0.513,0.123,0.504,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,840000,0.506,0.114,0.504,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,850000,0.511,0.122,0.505,-0.007,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,860000,0.501,0.114,0.504,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,870000,0.500,0.116,0.504,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,880000,0.501,0.116,0.506,0.000,165.05,252.70,298.05,-0.003
2021/11/17 14:00:19,890000,0.510,0.117,0.515,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,900000,0.504,0.119,0.501,0.007,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,910000,0.503,0.115,0.508,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,920000,0.509,0.118,0.509,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,930000,0.505,0.104,0.503,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,940000,0.503,0.113,0.509,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,950000,0.499,0.114,0.508,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,960000,0.502,0.115,0.510,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,970000,0.510,0.125,0.505,0.007,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,980000,0.503,0.114,0.503,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:19,990000,0.503,0.117,0.505,0.010,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,000000,0.505,0.115,0.509,0.007,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,010000,0.510,0.120,0.508,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,020000,0.500,0.127,0.507,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,030000,0.503,0.116,0.504,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,040000,0.505,0.130,0.504,0.007,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,050000,0.512,0.114,0.504,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,060000,0.507,0.115,0.504,0.007,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,070000,0.505,0.117,0.505,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,080000,0.505,0.115,0.506,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,090000,0.500,0.113,0.507,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,100000,0.506,0.111,0.505,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,110000,0.502,0.111,0.513,0.007,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,120000,0.500,0.110,0.512,0.007,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,130000,0.505,0.124,0.505,0.007,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,140000,0.503,0.120,0.500,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,150000,0.504,0.117,0.503,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,160000,0.507,0.113,0.505,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,170000,0.499,0.133,0.515,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,180000,0.512,0.128,0.507,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,190000,0.505,0.117,0.503,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,200000,0.500,0.111,0.505,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,210000,0.512,0.110,0.505,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,220000,0.512,0.118,0.507,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,230000,0.505,0.119,0.511,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,240000,0.500,0.135,0.507,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,250000,0.498,0.120,0.505,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,260000,0.514,0.111,0.508,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,270000,0.505,0.106,0.506,0.007,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,280000,0.508,0.127,0.502,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,290000,0.505,0.125,0.503,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,300000,0.500,0.111,0.505,0.007,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,310000,0.501,0.133,0.506,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,320000,0.505,0.114,0.505,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,330000,0.502,0.125,0.511,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,340000,0.507,0.120,0.505,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,350000,0.500,0.110,0.514,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,360000,0.506,0.115,0.504,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,370000,0.505,0.115,0.505,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,380000,0.503,0.114,0.506,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,390000,0.509,0.112,0.514,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,400000,0.505,0.113,0.504,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,410000,0.512,0.120,0.506,0.013,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,420000,0.501,0.122,0.503,0.023,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,430000,0.501,0.114,0.509,0.023,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,440000,0.503,0.114,0.505,0.023,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,450000,0.502,0.124,0.508,0.013,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,460000,0.501,0.125,0.508,0.010,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,470000,0.504,0.115,0.502,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,480000,0.507,0.115,0.507,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,490000,0.500,0.114,0.516,0.007,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,500000,0.513,0.112,0.513,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,510000,0.500,0.114,0.513,0.010,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,520000,0.510,0.110,0.507,0.007,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,530000,0.504,0.115,0.506,0.003,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,540000,0.505,0.118,0.510,0.007,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,550000,0.497,0.129,0.510,0.000,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,560000,0.502,0.135,0.511,0.007,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,570000,0.503,0.122,0.508,0.007,165.00,252.70,298.05,-0.003
2021/11/17 14:00:20,580000,0.503,0.100,0.508,0.000,165.00,252.70,298.05,-0.003
